Year,Month,Month_Numeric,Day,Date,Hour,Minute,All_Trains,Feeding_Trains,NonFeeding_Trains,Outlier_Trains,Vessel_Total,Type_FV,Type_F,Type_MVS,Type_ST,Type_T,Type_MVL,Type_SB,Activity_Transit,Activity_Fishing,Activity_Work,Activity_Stopped,Direct_North,Direct_South,Direct_NA
2016,October,10,7,2016-10-7,9,22,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,29,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,36,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,37,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,38,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,39,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,40,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,44,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,9,45,4,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,9,46,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,9,47,7,7,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,9,48,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,9,49,3,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,9,50,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,9,51,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,9,52,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,57,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,12,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,18,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,10,19,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,2,0
2016,October,10,7,2016-10-7,10,20,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,2,0
2016,October,10,7,2016-10-7,10,21,1,1,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,2,0
2016,October,10,7,2016-10-7,10,22,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,2,0
2016,October,10,7,2016-10-7,10,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,10,24,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,10,25,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,0,0
2016,October,10,7,2016-10-7,10,26,2,0,2,2,2,1,0,1,0,0,0,0,2,0,0,0,2,0,0
2016,October,10,7,2016-10-7,10,27,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,0,0
2016,October,10,7,2016-10-7,10,28,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,10,29,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,32,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,37,9,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,39,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,40,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,41,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,49,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,10,50,2,1,1,1,2,1,0,0,0,0,1,0,2,0,0,0,2,0,0
2016,October,10,7,2016-10-7,10,51,3,3,1,1,2,1,0,0,0,0,1,0,2,0,0,0,2,0,0
2016,October,10,7,2016-10-7,10,52,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,2,0,0
2016,October,10,7,2016-10-7,10,53,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,2,0,0
2016,October,10,7,2016-10-7,10,54,2,2,0,0,2,1,0,0,0,0,1,0,2,0,0,0,2,0,0
2016,October,10,7,2016-10-7,10,55,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,2,0,0
2016,October,10,7,2016-10-7,10,56,3,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,10,57,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,10,58,2,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,10,59,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,11,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,11,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,11,2,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,11,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,11,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,11,5,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,October,10,7,2016-10-7,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,7,2016-10-7,11,7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,11,8,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,11,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,7,2016-10-7,11,10,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,8,45,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,8,46,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,8,47,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,8,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,8,59,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,3,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,6,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,8,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,9,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,10,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,11,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,12,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,13,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,22,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,23,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,24,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,36,3,0,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,37,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,38,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,39,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,October,10,26,2016-10-26,9,40,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,44,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,49,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,50,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,52,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,55,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,October,10,26,2016-10-26,10,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,6,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,7,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,10,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,11,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,14,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,16,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,October,10,26,2016-10-26,10,17,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,18,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,19,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,20,3,2,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,21,4,0,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,22,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,23,2,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,24,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,25,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,27,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,28,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,29,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,30,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,31,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,32,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,33,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,34,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,35,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,36,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,37,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,38,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,39,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,October,10,26,2016-10-26,10,40,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,1,1,0
2016,October,10,26,2016-10-26,10,41,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,1,1,0
2016,October,10,26,2016-10-26,10,42,8,8,2,2,2,1,0,0,0,0,1,0,0,2,0,0,1,1,0
2016,October,10,26,2016-10-26,10,43,2,0,2,2,3,1,0,0,0,0,2,0,0,3,0,0,2,1,0
2016,October,10,26,2016-10-26,10,44,1,0,1,1,3,1,0,0,0,0,2,0,0,3,0,0,2,1,0
2016,October,10,26,2016-10-26,10,45,7,1,6,6,3,1,0,0,0,0,2,0,0,3,0,0,2,1,0
2017,June,6,26,2017-6-26,11,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,2,0
2017,June,6,26,2017-6-26,11,1,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,2,0
2017,June,6,26,2017-6-26,11,2,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,2,0
2017,June,6,26,2017-6-26,11,3,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,2,0
2017,June,6,26,2017-6-26,11,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2017,June,6,26,2017-6-26,11,5,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,1,1,0
2017,June,6,26,2017-6-26,11,6,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,1,1,0
2017,June,6,26,2017-6-26,11,7,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
